,setID,number,name,year,theme,pieces,minifigs,packagingType,availability,ageRange,dimensions,licensed,retailPrice
5407,4847,9547,Letters Set,2005,Education,146.0,0.0,{Not specified},{Not specified},{},{},False,59.0
5408,7025,9580,WeDo Construction Set,2009,Education,158.0,0.0,{Not specified},{Not specified},{},{'weight': 0.55},False,130.0
5412,9303,9585,WeDo Resource Set,2011,Education,326.0,0.0,Tub,Educational,{'min': 7},{'weight': 0.67},False,49.95
5413,8846,9594,Green City Challenge Set,2011,Education,1365.0,1.0,{Not specified},{Not specified},{},{'weight': 4.21},False,174.95
5414,6620,9628,Power Add-On Set,2008,Education,3.0,0.0,{Not specified},{Not specified},{},{},False,35.95
5417,7027,9641,Pneumatics Add-On Set,2008,Education,31.0,0.0,{Not specified},{Not specified},{},"{'height': 21.0, 'width': 22.0, 'depth': 5.0, 'weight': 0.74}",False,55.0
5419,6479,9648,Education Resource Set,2008,Education,672.0,0.0,{Not specified},{Not specified},{},{},False,59.0
5420,5377,9649,Technology Resource Set,2003,Education,1110.0,0.0,{Not specified},{Not specified},{},{},False,55.0
5421,4901,9650,Scenery Resource Set,2002,Education,679.0,16.0,{Not specified},{Not specified},{},{},False,55.0
5422,6621,9656,Early Simple Machines Set,2008,Education,102.0,2.0,{Not specified},{Not specified},{},{'weight': 1.92},False,174.95
5427,8146,9669,Energy Storage,2010,Education,1.0,0.0,{Not specified},{Not specified},{'min': 8},{'weight': 0.05},False,16.95
5428,8147,9670,E-Motor,2010,Education,1.0,0.0,{Not specified},{Not specified},{'min': 7},{'weight': 0.05},False,16.95
5429,7671,9680,"Energy Work, Power Starter Set",1999,Education,804.0,0.0,{Not specified},{Not specified},{},"{'height': 17.0, 'width': 38.3, 'depth': 30.6}",False,250.0
5430,4907,9684,Renewable Energy Set,2003,Education,729.0,4.0,{Not specified},{Not specified},{},{},False,170.0
5431,7888,9686,Simple & Powered Machines Set,2009,Education,396.0,2.0,{Not specified},{Not specified},{'min': 8},"{'height': 32.3, 'width': 43.8, 'depth': 17.4, 'weight': 3.69}",False,199.95
5432,7961,9688,Renewable Energy Add-On Set,2010,Education,12.0,0.0,{Not specified},{Not specified},{'min': 8},"{'height': 21.0, 'width': 22.0, 'depth': 7.0, 'weight': 0.98}",False,99.95
5435,7891,9693,NXT DC Rechargeable Battery,2010,Education,1.0,0.0,{Not specified},{Not specified},{},{'weight': 0.14},False,79.99
5436,7890,9694,Colour Sensor,2010,Education,1.0,0.0,{Not specified},{Not specified},{},{'weight': 0.06},False,39.99
5437,8151,9695,LEGO Mindstorms Education Resource Set,2010,Education,817.0,0.0,{Not specified},{Not specified},{},{'weight': 1.99},False,99.95
5442,4908,9723,Cities & Transportation,2000,Education,388.0,0.0,{Not specified},{Not specified},{},{},False,110.0
5449,4910,9783,Infrared Transmitter with USB Cable,2001,Education,2.0,0.0,{Not specified},{Not specified},{},{},False,30.0
5451,4911,9785,Robo Technology Set with Serial Transmitter,2002,Education,219.0,0.0,{Not specified},{Not specified},{},"{'height': 30.8, 'width': 38.4, 'depth': 12.0}",False,150.0
5452,4912,9786,Robo Technology Set with USB Transmitter,2002,Education,217.0,0.0,{Not specified},{Not specified},{},"{'height': 30.8, 'width': 38.4, 'depth': 12.0}",False,150.0
5456,4913,9793,Team Challenge Set with Serial Transmitter,2003,Education,833.0,0.0,{Not specified},{Not specified},{},{},False,200.0
5457,4914,9794,Team Challenge Set with USB Transmitter,2003,Education,831.0,0.0,{Not specified},{Not specified},{},{},False,200.0
5458,4915,9795,Intelligent House Set,2001,Education,156.0,0.0,{Not specified},{Not specified},{},{},False,105.0
5459,5859,9797,Mindstorms Education Base Set,2007,Education,431.0,0.0,{Not specified},{Not specified},{},{'weight': 3.12},False,250.0
5461,4870,9805,Duplo Play Wall,1999,Education,4.0,0.0,{Not specified},{Not specified},{},{},False,159.75
5464,5376,9912,Solar Cell,1999,Education,1.0,0.0,{Not specified},{Not specified},{},{},False,35.0
5465,5375,9916,Capacitor,1999,Education,1.0,0.0,{Not specified},{Not specified},{},{},False,15.0
5466,4574,9917,DCP Sensor Connector Cable,2000,Education,1.0,0.0,{Not specified},{Not specified},{},{},False,59.0
5470,10246,45002,Tech Machines Set,2013,Education,95.0,6.0,Tub,Educational,"{'min': 3, 'max': 6}","{'height': 32.3, 'width': 43.8, 'depth': 27.4, 'weight': 2.5}",False,214.95
5473,23741,45005,Story Tales,2014,Education,109.0,6.0,{Not specified},{Not specified},{},"{'height': 32.3, 'width': 43.8, 'depth': 27.4}",False,139.95
5476,24578,45008,Math Train,2015,Education,167.0,5.0,Box,Retail - limited,"{'min': 2, 'max': 5}","{'height': 37.8, 'width': 58.2, 'depth': 11.8}",False,99.99
5477,26586,45009,Animal Bingo,2015,Education,49.0,0.0,Box,Educational,{},"{'height': 26.1, 'width': 19.1, 'depth': 12.8}",False,34.95
5478,25722,45010,Community People Set,2015,Education,21.0,20.0,{Not specified},{Not specified},"{'min': 2, 'max': 5}","{'height': 19.1, 'width': 26.2, 'depth': 7.2}",False,59.99
5485,26277,45018,Build Me 'Emotions',2016,Education,188.0,0.0,Box,Educational,{},"{'height': 37.8, 'width': 48.0, 'depth': 9.4}",False,84.95
5491,27743,45024,STEAM Park,2017,Education,295.0,3.0,{Not specified},{Not specified},{},"{'height': 49.0, 'width': 58.5, 'depth': 19.0}",False,184.95
5492,28299,45025,Coding Express,2018,Education,234.0,6.0,Box,Educational,"{'min': 2, 'max': 5}",{},False,219.95
5493,29770,45026,Tubes,2020,Education,150.0,0.0,Box,Educational,{'min': 3},{},False,149.95
5495,29772,45028,My XL World,2020,Education,480.0,6.0,Box,Educational,"{'min': 2, 'max': 6}",{},False,249.95
5499,10357,45100,StoryStarter Core Set,2013,Education,1147.0,0.0,Tub,{Not specified},{},{'weight': 2.35},False,115.95
5504,25949,45300,WeDo 2.0 Core Set,2016,Education,280.0,0.0,Tub,Educational,{},{},False,224.95
5507,25954,45303,WeDo 2.0 Medium Motor,2016,Education,1.0,0.0,{Not specified},Educational,{},{},False,14.95
5511,31228,45400,BricQ Motion Prime,2021,Education,562.0,0.0,{Not specified},{Not specified},{'min': 10},"{'height': 30.9, 'width': 42.5, 'depth': 15.6}",False,109.95
5512,31227,45401,BricQ Motion Essential,2021,Education,523.0,0.0,{Not specified},{Not specified},{'min': 6},"{'height': 30.9, 'width': 42.5, 'depth': 15.6}",False,109.95
5516,22856,45501,DC Rechargeable Battery,2013,Education,1.0,0.0,{Not specified},{Not specified},{},{},False,99.95
5517,22865,45514,Cable Pack,2013,Education,7.0,0.0,Other,LEGO exclusive,{},{},False,24.95
5520,22868,45544,Education EV3 Core Set,2013,Education,541.0,0.0,{Not specified},{Not specified},{},{'weight': 2.87},False,339.95
5521,22869,45560,Education EV3 Expansion Set,2013,Education,853.0,0.0,{Not specified},{Not specified},{},{'weight': 2.3},False,99.95
5534,31813,45612,Small Hub Battery,2021,Education,1.0,0.0,{Not specified},{Not specified},{},{},False,59.95
5535,29208,45678,SPIKE Prime Set,2020,Education,528.0,2.0,{Not specified},{Not specified},{},{},False,359.95
5536,29209,45680,Expansion Set,2020,Education,603.0,0.0,Box,Educational,{},{},False,104.95
5537,31779,45681,Spike Prime Expansion Set (v2),2021,Education,604.0,0.0,Box,{Not specified},{},{},False,109.95
5567,26827,2000451,The Panama Canal,2016,Education,1184.0,1.0,Box,Promotional,{'min': 8},{},False,249.99
5590,24291,5003163,Technic Studless Beams,2015,Education,35.0,0.0,{Not specified},{Not specified},{'min': 8},{},False,12.0
5591,24289,5003164,Technic Angle Beams,2015,Education,30.0,0.0,{Not specified},{Not specified},{'min': 8},{},False,12.0
5592,24290,5003165,Technic Beams with Snaps,2015,Education,30.0,0.0,{Not specified},{Not specified},{'min': 8},{},False,12.0
5593,24288,5003166,Technic Crossblocks,2015,Education,30.0,0.0,{Not specified},{Not specified},{'min': 8},{},False,12.0
5603,23816,41071,Aira's Creative Workshop,2015,Elves,98.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.097, 'width': 15.6972, 'depth': 4.4958, 'weight': 0.12}",False,9.99
5604,23937,41072,Naida's Spa Secret,2015,Elves,249.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1008, 'width': 26.1874, 'depth': 7.1882, 'weight': 0.41}",False,19.99
5605,23938,41073,Naida's Epic Adventure Ship,2015,Elves,312.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.2128, 'width': 28.194, 'depth': 5.8928, 'weight': 0.50848}",False,29.99
5606,23821,41074,Azari and the Magical Bakery,2015,Elves,324.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.1874, 'width': 28.194, 'depth': 5.8928, 'weight': 0.53}",False,29.99
5607,23939,41075,The Elves' Treetop Hideaway,2015,Elves,505.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 28.194, 'width': 48.006, 'depth': 6.096, 'weight': 0.87622}",False,49.99
5608,23940,41076,Farran and the Crystal Hollow,2015,Elves,175.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.097, 'width': 19.1008, 'depth': 6.096, 'weight': 0.21}",False,14.99
5609,24189,41077,Aira's Pegasus Sleigh,2015,Elves,319.0,2.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2128, 'width': 38.2016, 'depth': 5.6642, 'weight': 0.53118}",False,39.99
5610,24190,41078,Skyra's Mysterious Sky Castle,2015,Elves,808.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 37.7952, 'width': 48.006, 'depth': 7.0612, 'weight': 1.36654}",False,79.99
5611,24722,41171,Emily Jones & the Baby Wind Dragon,2016,Elves,80.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.097, 'width': 15.6972, 'depth': 4.4958, 'weight': 0.12258}",False,9.99
5612,24723,41172,The Water Dragon Adventure,2016,Elves,212.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1008, 'width': 26.2128, 'depth': 6.096, 'weight': 0.33112216}",False,19.99
5613,24724,41173,Elvendale School of Dragons,2016,Elves,230.0,1.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1008, 'width': 26.2128, 'depth': 6.096, 'weight': 0.35412}",False,19.99
5614,24725,41174,The Starlight Inn,2016,Elves,343.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 26.2128, 'width': 28.194, 'depth': 5.8928, 'weight': 0.47216}",False,29.99
5615,24726,41175,Fire Dragon's Lava Cave,2016,Elves,441.0,2.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2128, 'width': 38.2016, 'depth': 5.6388, 'weight': 0.621421039}",False,39.99
5616,24727,41176,The Secret Market Place,2016,Elves,691.0,2.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 28.194, 'width': 48.006, 'depth': 6.096, 'weight': 0.86714}",False,59.99
5617,26024,41177,The Precious Crystal Mine,2016,Elves,273.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1008, 'width': 35.4076, 'depth': 5.8928, 'weight': 0.40406}",False,29.99
5618,26025,41178,The Dragon Sanctuary,2016,Elves,585.0,2.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2128, 'width': 38.2016, 'depth': 7.0612, 'weight': 0.73094}",False,49.99
5619,26026,41179,Queen Dragon's Rescue,2016,Elves,833.0,2.0,Box,Retail,"{'min': 9, 'max': 12}","{'height': 28.194, 'width': 54.0004, 'depth': 7.8486, 'weight': 1.25191391}",False,69.99
5620,26027,41180,Ragana's Magic Shadow Castle,2016,Elves,1014.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 37.7952, 'width': 48.006, 'depth': 7.0612, 'weight': 1.47870994}",False,99.99
5621,26445,41181,Naida's Gondola & the Goblin Thief,2017,Elves,67.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.097, 'width': 15.6972, 'depth': 4.4958, 'weight': 0.10886208}",False,9.99
5622,26446,41182,The Capture of Sophie Jones,2017,Elves,226.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1008, 'width': 26.2128, 'depth': 4.5974, 'weight': 0.335658073}",False,19.99
5623,26447,41183,The Goblin King's Evil Dragon,2017,Elves,339.0,2.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 19.1008, 'width': 35.4076, 'depth': 5.8928, 'weight': 0.435448319}",False,29.99
5624,26448,41184,Aira's Airship & the Amulet Chase,2017,Elves,343.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2128, 'width': 28.194, 'depth': 5.8928, 'weight': 0.5397745}",False,39.99
5625,26449,41185,Magic Rescue from the Goblin Village,2017,Elves,637.0,5.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 28.194, 'width': 48.006, 'depth': 6.096, 'weight': 0.907184}",False,59.99
5626,26749,41186,Azari & the Goblin Forest Escape,2017,Elves,145.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.097, 'width': 26.2128, 'depth': 4.8006, 'weight': 0.213188246}",False,19.99
5627,26750,41187,Rosalyn's Healing Hideout,2017,Elves,460.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2128, 'width': 38.2016, 'depth': 5.6388, 'weight': 0.485343426}",False,49.99
5628,26751,41188,Breakout from the Goblin King's Fortress,2017,Elves,695.0,4.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 28.194, 'width': 54.0004, 'depth': 5.8928, 'weight': 0.762034535}",False,69.99
5629,27601,41190,Emily Jones & The Eagle Getaway,2018,Elves,149.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 14.1, 'width': 19.1, 'depth': 4.6}",False,14.99
5630,27600,41191,Naida & The Water Turtle Ambush,2018,Elves,205.0,2.0,Box,Retail,"{'min': 7, 'max': 12}","{'height': 19.1, 'width': 26.2, 'depth': 4.6}",False,19.99
5631,27598,41192,Azari & The Fire Lion Capture,2018,Elves,360.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 19.1, 'width': 35.4, 'depth': 5.9}",False,29.99
5632,27599,41193,Aira & the Song of the Wind Dragon,2018,Elves,451.0,3.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2, 'width': 28.2, 'depth': 5.9}",False,39.99
5633,27602,41194,Noctura's Tower & the Earth Fox Rescue ,2018,Elves,646.0,4.0,Box,Retail,"{'min': 9, 'max': 12}","{'height': 28.2, 'width': 48.0, 'depth': 6.1}",False,59.99
5634,27883,41195,Emily & Noctura's Showdown,2018,Elves,650.0,4.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 26.2, 'width': 38.2, 'depth': 7.1}",False,49.99
5635,27884,41196,The Elvenstar Tree Bat Attack,2018,Elves,883.0,5.0,Box,Retail,"{'min': 8, 'max': 12}","{'height': 28.2, 'width': 54.0, 'depth': 7.9}",False,79.99
5650,5127,7700,Stealth Hunter,2006,Exo-Force,164.0,1.0,Box,Retail,"{'min': 7, 'max': 14}","{'height': 28.8, 'width': 19.2, 'depth': 4.8}",False,14.99
5651,5128,7701,Grand Titan,2006,Exo-Force,196.0,1.0,Box,Retail,{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8}",False,15.0
5652,5129,7702,Thunder Fury,2006,Exo-Force,197.0,1.0,Box,Retail,{'min': 7},"{'height': 28.8, 'width': 19.2, 'depth': 4.8}",False,15.0
5653,5130,7703,Fire Vulture,2006,Exo-Force,177.0,1.0,Box,{Not specified},"{'min': 7, 'max': 14}","{'height': 28.8, 'width': 19.2, 'depth': 4.8}",False,15.0
5654,5131,7704,Sonic Phantom,2006,Exo-Force,215.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0, 'weight': 0.48}",False,20.0
5655,5214,7705,Gate Assault,2006,Exo-Force,402.0,5.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.73}",False,30.0
5656,5257,7706,Mobile Defense Tank,2006,Exo-Force,365.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.65}",False,30.0
5657,5258,7707,Striking Venom,2006,Exo-Force,646.0,6.0,Box,{Not specified},"{'min': 8, 'max': 14}","{'height': 38.4, 'width': 48.0, 'depth': 7.2, 'weight': 1.34}",False,49.99
5658,5132,7708,Uplink,2006,Exo-Force,69.0,1.0,Box,{Not specified},{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,5.0
5659,5259,7709,Sentai Fortress,2006,Exo-Force,1448.0,8.0,Box,{Not specified},{},"{'height': 38.4, 'width': 65.2, 'depth': 11.4, 'weight': 3.15}",False,100.0
5660,5133,7711,Sentry,2006,Exo-Force,78.0,1.0,Box,{Not specified},{},"{'height': 14.4, 'width': 14.4, 'depth': 3.9}",False,4.99
5661,5322,7712,Supernova,2006,Exo-Force,287.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8}",False,20.0
5662,5323,7713,Bridge Walker and White Lightning,2006,Exo-Force,657.0,4.0,Box,{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2}",False,50.0
5663,5811,7714,Golden Guardian,2007,Exo-Force,267.0,1.0,Box,{Not specified},{},"{'height': 38.4, 'width': 28.8, 'depth': 6.0}",False,24.99
5664,6087,7721,Combat Crawler X2,2007,Exo-Force,581.0,3.0,Box,{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2}",False,49.99
5665,5578,8100,Cyclone Defender,2007,Exo-Force,92.0,1.0,Box,{Not specified},{},"{'height': 19.2, 'width': 14.4, 'depth': 4.8, 'weight': 0.13}",False,7.99
5666,5579,8101,Claw Crusher,2007,Exo-Force,99.0,1.0,Box,{Not specified},{},"{'height': 19.2, 'width': 14.4, 'depth': 4.8, 'weight': 0.13}",False,7.99
5667,5580,8102,Blade Titan,2007,Exo-Force,162.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.32}",False,14.99
5668,5581,8103,Sky Guardian,2007,Exo-Force,144.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.32}",False,14.99
5669,5582,8104,Shadow Crawler,2007,Exo-Force,161.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.33}",False,14.99
5670,5583,8105,Iron Condor,2007,Exo-Force,141.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.31}",False,14.99
5671,5786,8106,Aero Booster,2007,Exo-Force,312.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2, 'weight': 0.73}",False,29.99
5672,5787,8107,Fight for the Golden Tower,2007,Exo-Force,571.0,2.0,Box,{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2, 'weight': 1.15}",False,49.99
5673,5788,8108,Mobile Devastator,2007,Exo-Force,1009.0,13.0,Box,{Not specified},{},"{'height': 38.4, 'width': 65.2, 'depth': 9.6, 'weight': 2.11}",False,89.99
5674,6262,8111,River Dragon,2008,Exo-Force,112.0,1.0,Box,{Not specified},{},"{'height': 19.2, 'width': 14.4, 'depth': 4.8, 'weight': 0.17}",False,7.99
5675,6263,8112,Arachnoid Stalker,2008,Exo-Force,131.0,1.0,Box,{Not specified},{},"{'height': 19.2, 'width': 14.4, 'depth': 4.8, 'weight': 0.15}",False,7.99
5676,6264,8113,Assault Tiger,2008,Exo-Force,163.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.39}",False,14.99
5677,6265,8114,Chameleon Hunter,2008,Exo-Force,188.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.36}",False,14.99
5678,6266,8115,Dark Panther,2008,Exo-Force,244.0,3.0,Box,{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 4.8, 'weight': 0.36}",False,14.99
5679,6306,8117,Storm Lasher,2008,Exo-Force,283.0,1.0,Box,{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 4.8, 'weight': 0.43}",False,19.99
5680,6307,8118,Hybrid Rescue Tank,2008,Exo-Force,347.0,2.0,Box,{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0, 'weight': 0.78}",False,29.99
5687,1343,3125,Preschool Playtable,2004,Explore,18.0,0.0,{Not specified},{Not specified},{},"{'height': 36.0, 'width': 66.0, 'depth': 23.0, 'weight': 4.02}",False,20.0
5688,1435,3284,Bob's Busy Day,2003,Explore,9.0,1.0,{Not specified},{Not specified},{},{},False,5.0
5689,1436,3285,Wendy in the Office,2003,Explore,9.0,1.0,{Not specified},{Not specified},{},{},False,5.0
5690,1437,3286,Spud and Bird,2003,Explore,9.0,1.0,{Not specified},{Not specified},{},{},False,5.0
5691,1459,3325,Intelligent Train Deluxe Set,2002,Explore,90.0,4.0,{Not specified},{Not specified},{},{},False,100.0
5692,1460,3326,Intelligent Train Cargo,2002,Explore,14.0,1.0,{Not specified},{Not specified},{},{},False,25.0
5693,1461,3327,Intelligent Train Station,2002,Explore,26.0,2.0,{Not specified},{Not specified},{},{},False,25.0
5694,1467,3334,Intelligent Train Tunnel,2002,Explore,10.0,0.0,{Not specified},{Not specified},{},{},False,13.0
5695,1468,3335,Intelligent Train Starter Set,2002,Explore,25.0,3.0,{Not specified},{Not specified},{},{},False,50.0
5696,1482,3361,Music Twister,2002,Explore,4.0,0.0,{Not specified},{Not specified},{},{},False,30.0
5697,1483,3362,Music Tapper,2002,Explore,4.0,0.0,{Not specified},{Not specified},{},{},False,30.0
5698,1484,3363,Music Roller,2002,Explore,4.0,0.0,{Not specified},{Not specified},{},{},False,35.0
5699,1485,3364,Music Composer,2002,Explore,7.0,0.0,{Not specified},{Not specified},{},{},False,50.0
5700,1486,3370,Music Extras,2002,Explore,6.0,0.0,{Not specified},{Not specified},{},{},False,8.0
5701,1487,3371,Music Extras,2002,Explore,4.0,0.0,{Not specified},{Not specified},{},{},False,8.0
5702,4994,3509,Brickbuster Super Truck,2002,Explore,41.0,0.0,{Not specified},{Not specified},{},{},False,20.0
5703,1610,3511,Funny Crocodile,2003,Explore,16.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5704,1611,3512,Funny Giraffe,2003,Explore,21.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5705,1612,3513,Funny Lion,2003,Explore,23.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5706,1613,3514,Rhino and Lion,2003,Explore,30.0,0.0,{Not specified},{Not specified},{},{},False,15.0
5707,1614,3515,African Adventures,2003,Explore,52.0,0.0,{Not specified},{Not specified},{},{},False,20.0
5708,1615,3517,Blue Deer,2003,Explore,10.0,0.0,{Not specified},{Not specified},{},{},False,3.5
5709,1616,3518,Yellow Duck,2003,Explore,11.0,0.0,{Not specified},{Not specified},{},{},False,3.5
5710,1617,3519,Green Parrot,2003,Explore,10.0,0.0,{Not specified},{Not specified},{},{},False,3.5
5711,1660,3586,Stunt Plane,2003,Explore,9.0,1.0,{Not specified},{Not specified},{},{},False,6.0
5712,1661,3587,Mini Dozer,2003,Explore,15.0,1.0,{Not specified},{Not specified},{},{},False,10.0
5713,1662,3588,Heavy Truck,2003,Explore,18.0,1.0,{Not specified},{Not specified},{},{},False,15.0
5714,1663,3589,Chopper,2003,Explore,22.0,1.0,{Not specified},{Not specified},{},{},False,20.0
5715,1664,3590,Drill,2003,Explore,24.0,1.0,{Not specified},{Not specified},{},{},False,20.0
5716,1671,3605,Birthday Party,2002,Explore,8.0,2.0,{Not specified},{Not specified},{},{},False,4.0
5717,1672,3606,Go-Kart Transport,2002,Explore,4.0,1.0,{Not specified},{Not specified},{},{},False,4.0
5718,1673,3607,Police Action,2002,Explore,7.0,1.0,{Not specified},{Not specified},{},{},False,4.0
5721,1678,3610,Campsite,2002,Explore,8.0,1.0,{Not specified},{Not specified},{},{},False,6.0
5722,1679,3611,Road Worker Truck,2002,Explore,13.0,1.0,{Not specified},{Not specified},{},{},False,10.0
5723,1680,3612,Wild Animals,2002,Explore,33.0,2.0,{Not specified},{Not specified},{},{},False,20.0
5724,1681,3613,Fire Rescue,2002,Explore,20.0,2.0,{Not specified},{Not specified},{},{},False,18.0
5725,1682,3614,Racing,2002,Explore,33.0,3.0,{Not specified},{Not specified},{},{},False,25.0
5726,1683,3615,Theatre Stories,2002,Explore,45.0,5.0,{Not specified},{Not specified},{},{},False,30.0
5727,1684,3616,On the Move Police Station,2002,Explore,14.0,3.0,{Not specified},{Not specified},{},{},False,20.0
5728,1685,3617,On the Move Hospital,2002,Explore,16.0,3.0,{Not specified},{Not specified},{},{},False,20.0
5729,1686,3618,Family Farm,2002,Explore,53.0,3.0,{Not specified},{Not specified},{},{},False,50.0
5730,1687,3619,Traffic Town,2002,Explore,75.0,7.0,{Not specified},{Not specified},{},{},False,50.0
5731,1688,3620,Playhouse,2002,Explore,82.0,4.0,{Not specified},{Not specified},{},{},False,50.0
5732,1689,3621,Polar Animals,2002,Explore,29.0,2.0,{Not specified},{Not specified},{},{},False,25.0
5733,1713,3650,Stack 'n' Learn First Rollabout,2002,Explore,6.0,1.0,{Not specified},{Not specified},{},{},False,5.0
5734,1714,3651,Stack 'n' Learn Friends,2002,Explore,10.0,2.0,{Not specified},{Not specified},{},{},False,10.0
5735,1715,3652,Lady Bird Collection,2002,Explore,17.0,0.0,{Not specified},{Not specified},{},{},False,15.0
5737,1718,3656,Police Action,2003,Explore,32.0,4.0,{Not specified},{Not specified},{},{},False,40.0
5738,1719,3657,Fire Fighters,2003,Explore,35.0,4.0,{Not specified},{Not specified},{},{},False,40.0
5739,1744,3696,Tow-Me Truck,2003,Explore,5.0,1.0,{Not specified},{Not specified},{},{},False,7.0
5740,1745,3697,Fearless Fire Fighter,2003,Explore,5.0,1.0,{Not specified},{Not specified},{},{},False,7.0
5741,1746,3698,Friendly Police Car,2003,Explore,4.0,1.0,{Not specified},{Not specified},{},{},False,7.0
5742,1747,3699,Happy Constructor,2003,Explore,9.0,1.0,{Not specified},{Not specified},{},{},False,10.0
5749,1933,4084,Brick Bucket Small,2002,Explore,45.0,0.0,{Not specified},{Not specified},{},{},False,5.0
5750,1934,4085,Brick Bucket Large,2002,Explore,90.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5755,2078,4340,Story Builder Starter Set - Jungle Jam,2002,Explore,10.0,0.0,{Not specified},{Not specified},{},{},False,50.0
5756,2079,4341,Story Builder - Farmyard Fun,2002,Explore,9.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5757,2080,4342,Storybuilder - Crazy Castle,2002,Explore,9.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5758,2081,4343,Storybuilder - Pink Palace Magic,2002,Explore,9.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5759,2082,4344,Storybuilder - Meet the Dinosaurs,2002,Explore,9.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5760,2083,4345,Storybuilder - Happy Home,2002,Explore,9.0,0.0,{Not specified},{Not specified},{},{},False,10.0
5764,2621,5230,Yellow Tub,2003,Explore,100.0,0.0,{Not specified},{Not specified},{},{},False,20.0
5766,2731,5359,BRICK-O-DILE,2004,Explore,26.0,0.0,{Not specified},{Not specified},{},"{'height': 29.0, 'width': 49.7, 'depth': 19.6, 'weight': 1.44}",False,15.0
5767,2764,5420,Soft Frog Rattle,2002,Explore,1.0,0.0,{Not specified},{Not specified},{},{},False,5.0
5768,2765,5421,Star Teether,2002,Explore,1.0,0.0,{Not specified},{Not specified},{},{},False,2.0
