,setID,number,name,year,theme,pieces,minifigs,packagingType,availability,ageRange,dimensions,licensed,retailPrice
3450,24425,71009,Selma,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3451,24426,71009,Patty,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3452,24415,71009,Groundskeeper Willie,2015,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3453,24418,71009,Edna Krabappel,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3454,24420,71009,Waylon Smithers,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3455,24412,71009,Dr. Hibbert,2015,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.0}",False,3.99
3459,24635,71010,Wolf Guy,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3460,24636,71010,Zombie Pirate,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3461,24637,71010,Monster Scientist,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3462,24638,71010,Wacky Witch,2015,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3463,24639,71010,Plant Monster,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3464,24640,71010,Fly Monster,2015,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3465,24641,71010,Spectre,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3466,24642,71010,Zombie Cheerleader,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3467,24643,71010,Tiger Woman,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3468,24644,71010,Gargoyle,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3469,24645,71010,Skeleton Guy,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3470,24650,71010,Monster Rocker,2015,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3471,24646,71010,Zombie Businessman,2015,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3472,24647,71010,Banshee,2015,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3473,24648,71010,Square Foot,2015,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3474,24649,71010,Spider Lady,2015,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 9.0, 'width': 12.0, 'depth': 0.2}",False,3.99
3478,25592,71011,Farmer,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3479,25577,71011,Astronaut,2016,Collectable Minifigures,8.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3480,25578,71011,Frightening Knight,2016,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3481,25579,71011,Clumsy Guy,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3482,25580,71011,Tribal Woman,2016,Collectable Minifigures,6.0,2.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3483,25581,71011,Flying Warrior,2016,Collectable Minifigures,10.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3484,25582,71011,Faun,2016,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3485,25583,71011,Animal Control Officer,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3486,25584,71011,Janitor,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3487,25585,71011,Ballerina,2016,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3488,25586,71011,Laser Mech,2016,Collectable Minifigures,8.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3489,25587,71011,Kendo Fighter,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3490,25588,71011,Shark Suit Guy,2016,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3491,25589,71011,Wrestling Champion,2016,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3492,25590,71011,Jewel Thief,2016,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3493,25591,71011,Queen,2016,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 11.9888, 'depth': 0.2032, 'weight': 0.00908}",False,3.99
3497,25985,71012,Stitch,2016,Collectable Minifigures,3.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3498,25972,71012,Alien,2016,Collectable Minifigures,3.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3499,25974,71012,Buzz Lightyear,2016,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3500,25970,71012,Aladdin,2016,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3501,25979,71012,Genie,2016,Collectable Minifigures,6.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3502,25980,71012,Maleficent,2016,Collectable Minifigures,9.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3503,25971,71012,Alice,2016,Collectable Minifigures,7.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3504,25976,71012,Cheshire Cat,2016,Collectable Minifigures,4.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
3505,25977,71012,Daisy Duck,2016,Collectable Minifigures,5.0,1.0,Foil pack,Retail,{'min': 5},"{'height': 8.9916, 'width': 12.0142, 'depth': 0.2032, 'weight': 0.01362}",False,3.99
